1,C,A,False
2,C,C,True
3,B,B,True
4,B,C,False
5,D,D,True
7,C,B,False
8,B,B,True
9,B,A,False
10,A,E,False
11,B,D,False
12,D,B,False
13,C,C,True
14,E,C,False
15,A,D,False
16,E,C,False
18,B,B,True
19,C,D,False
20,E,B,False
21,C,B,False
22,D,C,False
24,B,D,False
25,C,B,False
26,E,C,False
27,A,E,False
28,A,E,False
30,C,C,True
31,D,E,False
32,E,C,False
33,A,B,False
34,B,C,False
35,C,B,False
36,B,B,True
37,B,C,False
38,A,C,False
39,C,C,True
41,E,D,False
42,E,C,False
43,B,B,True
44,C,D,False
45,D,D,True
46,C,B,False
47,E,C,False
48,A,C,False
49,E,D,False
50,C,C,True
52,B,D,False
53,A,C,False
54,D,C,False
55,E,C,False
56,B,B,True
57,D,D,True
58,B,B,True
59,A,C,False
60,D,C,False
61,D,C,False
63,B,B,True
64,C,B,False
65,C,A,False
66,B,B,True
67,C,C,True
68,A,E,False
69,C,C,True
70,B,B,True
71,A,D,False
72,D,C,False
74,A,B,False
75,B,E,False
76,E,C,False
77,D,B,False
78,A,A,True
80,B,C,False
81,A,D,False
82,A,C,False
83,A,B,False
84,C,B,False
85,B,D,False
86,C,B,False
87,D,D,True
88,E,D,False
89,E,C,False
91,D,B,False
92,B,E,False
93,C,D,False
94,B,B,True
95,D,B,False
96,D,B,False
97,A,C,False
98,A,A,False
99,A,A,False
100,B,C,False
102,C,B,False
103,D,E,False
104,C,C,True
105,D,C,False
106,A,C,False
108,E,B,False
109,D,C,False
110,A,C,False
111,C,C,True
112,A,E,False
114,B,C,False
115,A,C,False
116,E,C,False
117,D,C,False
118,C,B,False
121,A,B,False
122,B,C,False
123,B,A,False
124,A,C,False
125,D,D,True
126,A,C,False
127,E,B,False
128,D,C,False
129,C,C,True
130,E,C,False
131,A,D,False
132,C,C,True
133,A,D,False
134,B,C,False
135,D,C,False
137,D,D,True
138,D,D,True
139,D,C,False
140,E,E,True
141,C,A,False
143,A,B,False
144,C,D,False
145,A,D,False
146,B,D,False
147,B,E,False
