1,C,C,True
2,C,C,True
3,B,E,False
4,B,A,False
5,D,D,True
7,C,C,True
8,B,C,False
9,B,A,False
10,A,A,True
11,B,C,False
12,D,B,False
13,C,C,True
14,E,E,True
15,A,A,True
16,E,C,False
18,B,A,False
19,C,A,False
20,E,E,True
21,C,B,False
22,D,C,False
24,B,A,False
25,C,C,True
26,E,C,False
27,A,D,False
28,A,D,False
30,C,D,False
31,D,A,False
32,E,D,False
33,A,C,False
34,B,D,False
35,C,B,False
36,B,B,True
37,B,A,False
38,A,B,False
39,C,B,False
41,E,D,False
42,E,A,False
43,B,A,False
44,C,C,True
45,D,D,True
46,C,B,False
47,E,D,False
48,A,A,True
49,E,E,True
50,C,B,False
52,B,E,False
53,A,A,True
54,D,C,False
55,E,C,False
56,B,C,False
57,D,D,True
58,B,A,False
59,A,B,False
60,D,A,False
61,D,A,False
63,B,B,True
64,C,E,False
65,C,A,False
66,B,B,True
67,C,D,False
68,A,E,False
69,C,C,True
70,B,C,False
71,A,D,False
72,D,C,False
74,A,A,True
75,B,B,True
76,E,A,False
77,D,B,False
78,A,A,True
80,B,E,False
81,A,C,False
82,A,C,False
83,A,B,False
84,C,A,False
85,B,D,False
86,C,C,True
87,D,D,True
88,E,E,True
89,E,E,True
91,D,E,False
92,B,C,False
93,C,E,False
94,B,B,True
95,D,C,False
96,D,E,False
97,A,E,False
98,A,A,True
99,A,D,False
100,B,C,False
102,C,A,False
103,D,B,False
104,C,A,False
105,D,A,False
106,A,C,False
108,E,B,False
109,D,C,False
110,A,C,False
111,C,C,True
112,A,E,False
114,B,A,False
115,A,A,True
116,E,C,False
117,D,C,False
118,C,A,False
121,A,B,False
122,B,A,False
123,B,A,False
124,A,C,False
125,D,D,True
126,A,A,True
127,E,E,True
128,D,D,True
129,C,A,False
130,E,C,False
131,A,D,False
132,C,C,True
133,A,A,True
134,B,A,False
135,D,A,False
137,D,B,False
138,D,D,True
139,D,A,False
140,E,A,False
141,C,A,False
143,A,A,True
144,C,A,False
145,A,A,True
146,B,E,False
147,B,D,False
149,A,A,True
150,D,B,False
