1,C,C,True
2,C,C,True
3,B,A,False
4,B,E,False
5,D,C,False
7,C,C,True
8,B,B,True
9,B,B,True
10,A,C,False
11,B,D,False
12,D,D,True
13,C,E,False
14,E,E,True
15,A,A,True
16,E,D,False
18,B,B,True
19,C,A,False
20,E,A,False
21,C,C,True
22,D,C,False
24,B,D,False
25,C,A,False
26,E,A,False
27,A,A,True
28,A,D,False
30,C,C,True
31,D,E,False
32,E,D,False
33,A,C,False
34,B,D,False
35,C,B,False
36,B,B,True
37,B,A,False
38,A,B,False
39,C,B,False
41,E,A,False
42,E,A,False
43,B,A,False
44,C,C,True
45,D,D,True
46,C,C,True
47,E,C,False
48,A,A,True
49,E,D,False
50,C,A,False
52,B,A,False
53,A,A,True
54,D,D,True
55,E,D,False
56,B,D,False
57,D,D,True
58,B,A,False
59,A,A,True
60,D,D,True
61,D,D,True
63,B,B,True
64,C,E,False
65,C,D,False
66,B,B,True
67,C,A,False
68,A,E,False
69,C,C,True
70,B,C,False
71,A,B,False
72,D,C,False
74,A,A,True
75,B,B,True
76,E,E,True
77,D,B,False
78,A,A,True
80,B,D,False
81,A,A,True
82,A,C,False
83,A,A,True
84,C,C,True
85,B,B,True
86,C,D,False
87,D,D,True
88,E,B,False
89,E,E,True
91,D,D,True
92,B,B,True
93,C,D,False
94,B,B,True
95,D,C,False
96,D,B,False
97,A,A,True
98,A,A,True
99,A,E,False
100,B,B,True
102,C,A,False
103,D,B,False
104,C,C,True
105,D,A,False
106,A,E,False
108,E,D,False
109,D,A,False
110,A,A,True
111,C,C,True
112,A,E,False
114,B,C,False
115,A,A,True
116,E,E,True
117,D,D,True
118,C,A,False
121,A,A,True
122,B,B,True
123,B,B,True
124,A,D,False
125,D,D,True
126,A,A,True
127,E,D,False
128,D,C,False
129,C,B,False
130,E,E,True
131,A,A,True
132,C,C,True
133,A,A,True
134,B,A,False
135,D,A,False
137,D,D,True
138,D,D,True
139,D,D,True
140,E,A,False
141,C,A,False
143,A,D,False
144,C,B,False
145,A,D,False
146,B,D,False
147,B,B,True
