1,C,C,True
2,C,C,True
3,B,A,False
4,B,E,False
5,D,C,False
7,C,C,True
8,B,D,False
9,B,D,False
10,A,E,False
11,B,D,False
12,D,A,False
13,C,C,True
14,E,E,True
15,A,A,True
16,E,C,False
18,B,B,True
19,C,D,False
20,E,None,False
21,C,A,False
22,D,E,False
24,B,D,False
25,C,C,True
26,E,None,False
27,A,A,True
28,A,E,False
30,C,D,False
31,D,E,False
32,E,C,False
33,A,C,False
34,B,B,True
35,C,B,False
36,B,B,True
37,B,None,False
38,A,D,False
39,C,B,False
41,E,A,False
42,E,C,False
43,B,None,False
44,C,E,False
45,D,None,False
46,C,None,False
47,E,B,False
48,A,A,True
49,E,A,False
50,C,B,False
52,B,A,False
53,A,D,False
54,D,None,False
55,E,D,False
56,B,None,False
57,D,D,True
58,B,E,False
59,A,B,False
60,D,D,True
61,D,D,True
63,B,C,False
64,C,C,True
65,C,B,False
66,B,None,False
67,C,C,True
68,A,E,False
69,C,B,False
70,B,B,True
71,A,B,False
72,D,C,False
74,A,D,False
75,B,B,True
76,E,A,False
77,D,None,False
78,A,A,True
80,B,D,False
81,A,B,False
82,A,C,False
83,A,B,False
84,C,None,False
85,B,B,True
86,C,D,False
87,D,D,True
88,E,E,True
89,E,None,False
91,D,C,False
92,B,E,False
93,C,E,False
94,B,B,True
95,D,C,False
96,D,B,False
97,A,D,False
98,A,A,True
99,A,D,False
100,B,A,False
102,C,A,False
103,D,B,False
104,C,E,False
105,D,A,False
106,A,C,False
108,E,B,False
109,D,A,False
110,A,C,False
111,C,C,True
112,A,E,False
114,B,B,True
115,A,B,False
116,E,C,False
117,D,C,False
118,C,A,False
121,A,A,True
122,B,D,False
123,B,D,False
124,A,D,False
125,D,D,True
126,A,D,False
127,E,C,False
128,D,None,False
129,C,None,False
130,E,A,False
131,A,None,False
132,C,A,False
133,A,None,False
134,B,E,False
135,D,D,True
137,D,None,False
138,D,D,True
139,D,C,False
140,E,A,False
141,C,A,False
143,A,C,False
144,C,D,False
145,A,D,False
146,B,D,False
147,B,B,True
